日期,颱風編號,颱風生成時間,颱風消散時間,海上警報,陸上警報,近臺強度,侵臺路徑分類
2015/4/13,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/12,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/11,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/10,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/9,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/8,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/7,無資料,無資料,無資料,0,0,無資料,無資料
2015/4/6,201505,2015/4/4 06:00,2015/4/6 00:00,0,0,無資料,無資料
2015/4/5,201505,2015/4/4 06:00,2015/4/6 00:00,0,0,無資料,無資料
2015/4/4,201505,2015/4/4 06:00,2015/4/6 00:00,0,0,無資料,無資料
2015/4/3,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/4/2,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/4/1,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/31,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/30,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/29,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/28,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/27,201504,2015/3/27 18:00,2015/4/5 06:00,0,0,無資料,無資料
2015/3/26,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/25,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/24,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/23,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/22,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/21,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/20,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/19,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/18,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/17,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/16,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/15,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/14,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/13,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/12,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/11,201503,2015/3/11 18:00,2015/3/17 18:00,0,0,無資料,無資料
2015/3/10,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/9,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/8,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/7,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/6,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/5,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/4,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/3,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/2,無資料,無資料,無資料,0,0,無資料,無資料
2015/3/1,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/28,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/27,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/26,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/25,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/24,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/23,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/22,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/21,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/20,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/19,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/18,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/17,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/16,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/15,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/14,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/13,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/12,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/11,201502,2015/2/7 18:00,2015/2/11 18:00,0,0,無資料,無資料
2015/2/10,201502,2015/2/7 18:00,2015/2/11 18:00,0,0,無資料,無資料
2015/2/9,201502,2015/2/7 18:00,2015/2/11 18:00,0,0,無資料,無資料
2015/2/8,201502,2015/2/7 18:00,2015/2/11 18:00,0,0,無資料,無資料
2015/2/7,201502,2015/2/7 18:00,2015/2/11 18:00,0,0,無資料,無資料
2015/2/6,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/5,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/4,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/3,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/2,無資料,無資料,無資料,0,0,無資料,無資料
2015/2/1,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/31,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/30,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/29,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/28,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/27,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/26,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/25,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/24,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/23,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/22,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/21,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/20,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/19,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/18,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/17,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/16,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/15,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/14,201501,2015/1/14 06:00,2015/1/20 06:00,0,0,無資料,無資料
2015/1/13,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/12,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/11,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/10,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/9,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/8,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/7,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/6,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/5,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/4,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/3,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/2,無資料,無資料,無資料,0,0,無資料,無資料
2015/1/1,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/31,201423,2014/12/29 00:00,2014/12/31 12:00,0,0,無資料,無資料
2014/12/30,201423,2014/12/29 00:00,2014/12/31 12:00,0,0,無資料,無資料
2014/12/29,201423,2014/12/29 00:00,2014/12/31 12:00,0,0,無資料,無資料
2014/12/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/14,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/12,無資料,無資料,無資料,0,0,無資料,無資料
2014/12/11,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/10,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/9,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/8,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/7,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/6,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/5,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/4,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/3,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/2,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/12/1,201422,2014/12/1 06:00,2014/12/11 12:00,0,0,無資料,無資料
2014/11/30,201421,2014/11/28 00:00,2014/11/30 06:00,0,0,無資料,無資料
2014/11/29,201421,2014/11/28 00:00,2014/11/30 06:00,0,0,無資料,無資料
2014/11/28,201421,2014/11/28 00:00,2014/11/30 06:00,0,0,無資料,無資料
2014/11/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/14,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/12,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/11,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/10,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/9,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/8,無資料,無資料,無資料,0,0,無資料,無資料
2014/11/7,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/6,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/5,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/4,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/3,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/2,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/11/1,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/10/31,201420,2014/10/31 06:00,2014/11/7 00:00,0,0,無資料,無資料
2014/10/30,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/29,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/10/14,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/13,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/12,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/11,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/10,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/9,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/8,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/7,201419,2014/10/3 06:00,2014/10/14 00:00,0,0,無資料,無資料
2014/10/6,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/10/5,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/10/4,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/10/3,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/10/2,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/10/1,201418,2014/9/29 06:00,2014/10/6 06:00,0,0,無資料,無資料
2014/9/30,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/29,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/28,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/27,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/26,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/25,201417,2014/9/24 12:00,2014/9/30 00:00,0,0,無資料,無資料
2014/9/24,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/23,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/22,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/21,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/20,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/19,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/18,201416,2014/9/17 18:00,2014/9/24 00:00,1,1,輕度,特殊
2014/9/17,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/16,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/15,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/14,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/13,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/12,201415,2014/9/12 06:00,2014/9/17 12:00,0,0,無資料,無資料
2014/9/11,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/10,201414,2014/9/7 00:00,2014/9/10 06:00,0,0,無資料,無資料
2014/9/9,201414,2014/9/7 00:00,2014/9/10 06:00,0,0,無資料,無資料
2014/9/8,201414,2014/9/7 00:00,2014/9/10 06:00,0,0,無資料,無資料
2014/9/7,201414,2014/9/7 00:00,2014/9/10 06:00,0,0,無資料,無資料
2014/9/6,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/5,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/4,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/3,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/2,無資料,無資料,無資料,0,0,無資料,無資料
2014/9/1,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/31,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/30,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/29,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/14,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/8/12,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/11,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/10,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/9,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/8,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/7,201413,2014/8/7 06:00,2014/8/12 06:00,0,0,無資料,無資料
2014/8/6,201411,2014/7/29 06:00,2014/8/11 00:00,0,0,無資料,無資料
2014/8/5,201411,2014/7/29 06:00,2014/8/11 00:00,0,0,無資料,無資料
2014/8/4,201411,2014/7/29 06:00,2014/8/11 00:00,0,0,無資料,無資料
2014/8/3,201412,2014/7/29 18:00,2014/8/3 18:00,0,0,無資料,無資料
2014/8/2,201412,2014/7/29 18:00,2014/8/3 18:00,0,0,無資料,無資料
2014/8/1,201412,2014/7/29 18:00,2014/8/3 18:00,0,0,無資料,無資料
2014/7/31,201412,2014/7/29 18:00,2014/8/3 18:00,0,0,無資料,無資料
2014/7/30,201412,2014/7/29 18:00,2014/8/3 18:00,0,0,無資料,無資料
2014/7/29,201411,2014/7/29 06:00,2014/8/11 00:00,0,0,無資料,無資料
2014/7/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/7/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/7/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/7/25,201410,2014/7/17 18:00,2014/7/25 06:00,1,1,中度,3
2014/7/24,201410,2014/7/17 18:00,2014/7/25 06:00,1,1,中度,3
2014/7/23,201410,2014/7/17 18:00,2014/7/25 06:00,1,1,中度,3
2014/7/22,201410,2014/7/17 18:00,2014/7/25 06:00,1,1,中度,3
2014/7/21,201410,2014/7/17 18:00,2014/7/25 06:00,1,1,中度,3
2014/7/20,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/19,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/18,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/17,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/16,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/15,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/14,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/13,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/12,201409,2014/7/12 06:00,2014/7/20 00:00,0,0,無資料,無資料
2014/7/11,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/10,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/9,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/8,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/7,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/6,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/5,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/4,201408,2014/7/4 00:00,2014/7/11 00:00,0,0,無資料,無資料
2014/7/3,無資料,無資料,無資料,0,0,無資料,無資料
2014/7/2,無資料,無資料,無資料,0,0,無資料,無資料
2014/7/1,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/30,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/29,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/17,201407,2014/6/14 06:00,2014/6/17 18:00,1,0,輕度,無資料
2014/6/16,201407,2014/6/14 06:00,2014/6/17 18:00,1,0,輕度,無資料
2014/6/15,201407,2014/6/14 06:00,2014/6/17 18:00,1,0,輕度,無資料
2014/6/14,201407,2014/6/14 06:00,2014/6/17 18:00,1,0,輕度,無資料
2014/6/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/12,201406,2014/6/11 06:00,2014/6/12 00:00,0,0,無資料,無資料
2014/6/11,201406,2014/6/11 06:00,2014/6/12 00:00,0,0,無資料,無資料
2014/6/10,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/9,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/8,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/7,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/6,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/5,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/4,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/3,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/2,無資料,無資料,無資料,0,0,無資料,無資料
2014/6/1,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/31,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/30,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/29,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/14,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/12,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/11,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/10,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/9,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/8,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/7,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/6,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/5,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/4,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/3,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/2,無資料,無資料,無資料,0,0,無資料,無資料
2014/5/1,201405,2014/4/28 00:00,2014/5/1 12:00,0,0,無資料,無資料
2014/4/30,201405,2014/4/28 00:00,2014/5/1 12:00,0,0,無資料,無資料
2014/4/29,201405,2014/4/28 00:00,2014/5/1 12:00,0,0,無資料,無資料
2014/4/28,201405,2014/4/28 00:00,2014/5/1 12:00,0,0,無資料,無資料
2014/4/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/20,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/19,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/18,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/17,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/16,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/15,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/14,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/13,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/12,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/11,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/10,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/9,201404,2014/4/5 00:00,2014/4/9 06:00,0,0,無資料,無資料
2014/4/8,201404,2014/4/5 00:00,2014/4/9 06:00,0,0,無資料,無資料
2014/4/7,201404,2014/4/5 00:00,2014/4/9 06:00,0,0,無資料,無資料
2014/4/6,201404,2014/4/5 00:00,2014/4/9 06:00,0,0,無資料,無資料
2014/4/5,201404,2014/4/5 00:00,2014/4/9 06:00,0,0,無資料,無資料
2014/4/4,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/3,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/2,無資料,無資料,無資料,0,0,無資料,無資料
2014/4/1,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/31,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/30,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/29,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/28,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/27,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/26,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/25,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/24,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/23,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/22,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/21,無資料,無資料,無資料,0,0,無資料,無資料
2014/3/20,無資料,無資料,無資料,0,0,無資料,無資料
